# STCG residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 7.571146e+00
# iters            rel. res.
      4            4.733563e-01
      5            4.707729e-01
      6            4.694978e-01
      7            3.864361e-01
      8            3.785216e-01
      9            2.955787e-01
     10            2.925721e-01
     11            2.898397e-01
     12            2.539654e-01
     13            2.481635e-01
     14            2.092104e-01
     15            2.063179e-01
     16            2.035741e-01
     17            1.804269e-01
     18            1.737693e-01
     19            1.543120e-01
     20            1.457880e-01
     21            1.389558e-01
     22            1.281901e-01
     23            1.232883e-01
     24            1.125127e-01
     25            1.102520e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.277100e-01
# iters            rel. res.
      0            5.195084e-01
      1            5.183566e-01
      2            4.622902e-01
      3            4.587090e-01
      4            3.651109e-01
      5            3.590250e-01
      6            3.548186e-01
      7            2.968092e-01
      8            2.898613e-01
      9            2.551024e-01
     10            2.536574e-01
     11            2.525763e-01
     12            2.287046e-01
     13            2.268730e-01
     14            2.088015e-01
     15            2.085769e-01
     16            2.084427e-01
     17            1.767808e-01
     18            1.767296e-01
     19            1.432231e-01
     20            1.263735e-01
     21            1.187070e-01
     22            1.089682e-01
     23            1.041000e-01
     24            9.330016e-02
     25            9.232800e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 5.869105e-01
# iters            rel. res.
      0            8.287862e-01
      1            7.710667e-01
      2            5.923006e-01
      3            5.001435e-01
      4            4.177508e-01
      5            3.611431e-01
      6            3.328896e-01
      7            3.006920e-01
      8            2.764836e-01
      9            2.606757e-01
     10            2.507405e-01
     11            2.466637e-01
     12            2.157638e-01
     13            1.978437e-01
     14            1.908880e-01
     15            1.753335e-01
     16            1.699143e-01
     17            1.493469e-01
     18            1.356150e-01
     19            1.063599e-01
     20            1.063391e-01
     21            1.063226e-01
     22            8.716463e-02
     23            8.437643e-02
     24            6.790075e-02
     25            6.707755e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.169602e-01
# iters            rel. res.
      0            5.257091e-01
      1            5.077501e-01
      2            4.134804e-01
      3            4.113125e-01
      4            3.124335e-01
      5            3.119545e-01
      6            3.114798e-01
      7            2.780668e-01
      8            2.736337e-01
      9            2.215662e-01
     10            2.202423e-01
     11            2.190969e-01
     12            1.754844e-01
     13            1.752315e-01
     14            1.491179e-01
     15            1.464492e-01
     16            1.448126e-01
     17            1.182256e-01
     18            1.181631e-01
     19            1.059846e-01
     20            1.058973e-01
     21            1.058103e-01
     22            9.734114e-02
     23            9.733039e-02
     24            8.359306e-02
     25            8.062484e-02
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 7.131888e-01
# iters            rel. res.
      0            1.000000e+00
      1            9.937625e-01
      2            4.873372e-01
      3            4.687085e-01
      4            4.044383e-01
      5            3.874836e-01
      6            3.079074e-01
      7            2.974998e-01
      8            2.486744e-01
      9            2.374421e-01
     10            1.860247e-01
     11            1.796639e-01
     12            1.658468e-01
     13            1.620914e-01
     14            1.442955e-01
     15            1.344217e-01
     16            1.172183e-01
     17            1.117697e-01
     18            1.033208e-01
     19            9.941817e-02
     20            9.719218e-02
     21            9.375656e-02
     22            9.199621e-02
     23            8.512547e-02
     24            8.128137e-02
     25            7.336550e-02
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 3.476504e+00
# iters            rel. res.
      0            9.972001e-01
      1            9.968102e-01
      2            8.710915e-01
      3            8.700101e-01
      4            8.148632e-01
      5            8.146501e-01
      6            7.906064e-01
      7            7.900701e-01
      8            7.895446e-01
      9            7.771856e-01
     10            7.769102e-01
     11            7.506366e-01
     12            7.498215e-01
     13            7.224366e-01
     14            7.222933e-01
     15            7.069065e-01
     16            7.069060e-01
     17            6.911385e-01
     18            6.902152e-01
     19            6.897324e-01
     20            6.834152e-01
     21            6.833585e-01
     22            6.750163e-01
     23            6.738663e-01
     24            6.729219e-01
     25            6.699413e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.235087e+00
# iters            rel. res.
      0            9.964407e-01
      1            9.939183e-01
      2            7.841292e-01
      3            7.143706e-01
      4            6.935498e-01
      5            6.287788e-01
      6            6.276530e-01
      7            4.383629e-01
      8            4.366828e-01
      9            3.313518e-01
     10            3.159867e-01
     11            3.088628e-01
     12            2.657308e-01
     13            2.354941e-01
     14            1.996245e-01
     15            1.784342e-01
     16            1.677394e-01
     17            1.468973e-01
     18            1.354722e-01
     19            1.170678e-01
     20            1.143140e-01
     21            1.118504e-01
     22            1.027054e-01
     23            9.793573e-02
     24            9.066353e-02
     25            8.628784e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.492261e-01
# iters            rel. res.
      0            6.852323e-01
      1            6.330184e-01
      2            5.125304e-01
      3            4.848124e-01
      4            4.005849e-01
      5            3.623688e-01
      6            3.453582e-01
      7            3.128003e-01
      8            3.029949e-01
      9            2.598746e-01
     10            2.425431e-01
     11            2.305251e-01
     12            1.947051e-01
     13            1.884380e-01
     14            1.472201e-01
     15            1.453082e-01
     16            1.434621e-01
     17            1.190842e-01
     18            1.170686e-01
     19            9.605467e-02
     20            9.546785e-02
     21            9.493594e-02
     22            8.280651e-02
     23            8.101069e-02
     24            7.311458e-02
     25            6.761028e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.757100e-01
# iters            rel. res.
      0            6.182739e-01
      1            6.176992e-01
      2            4.199943e-01
      3            3.949497e-01
      4            3.438829e-01
      5            3.364815e-01
      6            3.298642e-01
      7            2.963451e-01
      8            2.874710e-01
      9            1.945280e-01
     10            1.898889e-01
     11            1.875163e-01
     12            1.487522e-01
     13            1.355565e-01
     14            1.186754e-01
     15            1.103192e-01
     16            1.066637e-01
     17            9.174260e-02
     18            8.025384e-02
     19            7.136852e-02
     20            6.802322e-02
     21            6.520643e-02
     22            6.006579e-02
     23            5.385287e-02
     24            5.098455e-02
     25            4.798454e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 6.555911e-01
# iters            rel. res.
      0            7.617068e-01
      1            6.495792e-01
      2            5.716301e-01
      3            5.225873e-01
      4            4.020916e-01
      5            3.609444e-01
      6            3.530480e-01
      7            3.218409e-01
      8            3.086780e-01
      9            2.759178e-01
     10            2.662125e-01
     11            2.594386e-01
     12            2.478026e-01
     13            2.367186e-01
     14            2.163519e-01
     15            2.162750e-01
     16            2.162559e-01
     17            1.574940e-01
     18            1.561173e-01
     19            1.258141e-01
     20            1.178700e-01
     21            1.121273e-01
     22            9.201503e-02
     23            8.942995e-02
     24            7.058303e-02
     25            6.795818e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 5.947868e-01
# iters            rel. res.
      0            6.390270e-01
      1            6.390246e-01
      2            4.930492e-01
      3            4.923487e-01
      4            4.146042e-01
      5            4.142856e-01
      6            4.139863e-01
      7            3.648208e-01
      8            3.639410e-01
      9            2.666594e-01
     10            2.639546e-01
     11            2.613721e-01
     12            2.295519e-01
     13            2.243826e-01
     14            2.013997e-01
     15            2.013596e-01
     16            2.013198e-01
     17            1.880558e-01
     18            1.873565e-01
     19            1.749655e-01
     20            1.749221e-01
     21            1.749095e-01
     22            1.526124e-01
     23            1.522571e-01
     24            1.417081e-01
     25            1.369064e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 7.750344e-01
# iters            rel. res.
      0            7.887799e-01
      1            7.103191e-01
      2            6.007498e-01
      3            5.519982e-01
      4            4.272583e-01
      5            4.021895e-01
      6            3.971817e-01
      7            3.006638e-01
      8            2.985492e-01
      9            2.470671e-01
     10            2.468655e-01
     11            2.467019e-01
     12            2.209424e-01
     13            2.194048e-01
     14            1.964237e-01
     15            1.964086e-01
     16            1.963937e-01
     17            1.828784e-01
     18            1.828648e-01
     19            1.643313e-01
     20            1.585401e-01
     21            1.538592e-01
     22            1.396072e-01
     23            1.387754e-01
     24            1.225222e-01
     25            1.224033e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 5.993206e-01
# iters            rel. res.
      0            5.819779e-01
      1            5.812344e-01
      2            4.546199e-01
      3            4.382959e-01
      4            3.216255e-01
      5            3.167575e-01
      6            3.124094e-01
      7            2.691416e-01
      8            2.663529e-01
      9            2.228000e-01
     10            2.225877e-01
     11            2.225323e-01
     12            1.697465e-01
     13            1.697379e-01
     14            1.476453e-01
     15            1.467089e-01
     16            1.461105e-01
     17            1.191096e-01
     18            1.113199e-01
     19            9.557802e-02
     20            9.421136e-02
     21            9.337043e-02
     22            7.785566e-02
     23            7.485253e-02
     24            6.316181e-02
     25            6.235669e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 8.067959e-01
# iters            rel. res.
      0            7.489676e-01
      1            7.293583e-01
      2            5.827922e-01
      3            5.755275e-01
      4            4.542302e-01
      5            4.489375e-01
      6            4.440724e-01
      7            3.985879e-01
      8            3.947908e-01
      9            3.751688e-01
     10            3.697398e-01
     11            3.680869e-01
     12            3.503750e-01
     13            3.393799e-01
     14            3.303618e-01
     15            3.197342e-01
     16            3.189187e-01
     17            2.878090e-01
     18            2.865194e-01
     19            2.752312e-01
     20            2.719386e-01
     21            2.713007e-01
     22            2.296651e-01
     23            2.255481e-01
     24            1.955108e-01
     25            1.849966e-01
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 6.721030e-01
# iters            rel. res.
      0            1.000000e+00
      1            9.874010e-01
      2            7.029359e-01
      3            6.822758e-01
      4            5.714547e-01
      5            5.315425e-01
      6            4.708904e-01
      7            4.562353e-01
      8            3.667747e-01
      9            3.485488e-01
     10            2.732825e-01
     11            2.661364e-01
     12            2.357156e-01
     13            2.334866e-01
     14            1.935908e-01
     15            1.838682e-01
     16            1.463819e-01
     17            1.435292e-01
     18            1.304171e-01
     19            1.265801e-01
     20            1.239042e-01
     21            1.202068e-01
     22            1.172156e-01
     23            1.102012e-01
     24            9.979428e-02
     25            9.158084e-02
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 4.109584e+00
# iters            rel. res.
      0            9.989078e-01
      1            9.978906e-01
      2            9.216406e-01
      3            9.192659e-01
      4            8.688611e-01
      5            8.653216e-01
      6            8.392603e-01
      7            8.357688e-01
      8            8.324260e-01
      9            8.143198e-01
     10            8.108906e-01
     11            7.619725e-01
     12            7.561628e-01
     13            7.294355e-01
     14            7.210464e-01
     15            7.076609e-01
     16            6.759105e-01
     17            6.685225e-01
     18            6.627017e-01
     19            6.621714e-01
     20            6.450833e-01
     21            6.445287e-01
     22            6.269126e-01
     23            6.267402e-01
     24            6.265826e-01
     25            6.153010e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 9.337171e-01
# iters            rel. res.
      0            9.925460e-01
      1            8.958442e-01
      2            7.711336e-01
      3            5.833430e-01
      4            5.446697e-01
      5            4.784796e-01
      6            4.599139e-01
      7            3.965089e-01
      8            3.568176e-01
      9            3.174147e-01
     10            2.947169e-01
     11            2.805010e-01
     12            2.654608e-01
     13            2.381753e-01
     14            2.221554e-01
     15            2.072308e-01
     16            2.009168e-01
     17            1.922165e-01
     18            1.866498e-01
     19            1.768505e-01
     20            1.740692e-01
     21            1.728305e-01
     22            1.557747e-01
     23            1.521985e-01
     24            1.414814e-01
     25            1.366381e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.155048e-01
# iters            rel. res.
      0            2.599346e-01
      1            2.599305e-01
      2            2.132221e-01
      3            2.067050e-01
      4            1.558652e-01
      5            1.517784e-01
      6            1.481197e-01
      7            1.266162e-01
      8            1.250689e-01
      9            1.043787e-01
     10            1.026605e-01
     11            1.010325e-01
     12            8.839185e-02
     13            8.683729e-02
     14            7.331205e-02
     15            7.319259e-02
     16            7.308724e-02
     17            6.641454e-02
     18            6.620319e-02
     19            5.599628e-02
     20            5.410232e-02
     21            5.275707e-02
     22            4.906043e-02
     23            4.851905e-02
     24            4.415526e-02
     25            4.379585e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 6.913725e-01
# iters            rel. res.
      0            9.080559e-01
      1            8.856713e-01
      2            6.218870e-01
      3            6.079638e-01
      4            4.185114e-01
      5            4.043826e-01
      6            3.956409e-01
      7            3.351774e-01
      8            3.301670e-01
      9            2.885006e-01
     10            2.877846e-01
     11            2.870868e-01
     12            2.611897e-01
     13            2.596483e-01
     14            2.228481e-01
     15            2.108828e-01
     16            2.068168e-01
     17            1.618399e-01
     18            1.611768e-01
     19            1.432257e-01
     20            1.432103e-01
     21            1.431991e-01
     22            1.282873e-01
     23            1.278524e-01
     24            1.058779e-01
     25            1.058543e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.503026e-01
# iters            rel. res.
      0            4.654257e-01
      1            4.652756e-01
      2            3.647830e-01
      3            3.634466e-01
      4            2.558025e-01
      5            2.476147e-01
      6            2.415915e-01
      7            2.195548e-01
      8            2.114959e-01
      9            2.023099e-01
     10            1.960924e-01
     11            1.953341e-01
     12            1.435822e-01
     13            1.427382e-01
     14            1.194077e-01
     15            1.167702e-01
     16            1.144898e-01
     17            1.057899e-01
     18            1.053640e-01
     19            9.361244e-02
     20            9.340362e-02
     21            9.319774e-02
     22            8.315093e-02
     23            8.253104e-02
     24            6.859122e-02
     25            6.710863e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 6.212405e-01
# iters            rel. res.
      0            8.200647e-01
      1            8.200417e-01
      2            6.854350e-01
      3            6.766931e-01
      4            6.103106e-01
      5            6.102664e-01
      6            6.102273e-01
      7            5.837917e-01
      8            5.837871e-01
      9            5.540863e-01
     10            5.536880e-01
     11            5.534430e-01
     12            5.240037e-01
     13            5.239300e-01
     14            5.041273e-01
     15            5.039110e-01
     16            5.037257e-01
     17            4.876346e-01
     18            4.872966e-01
     19            4.542920e-01
     20            4.528701e-01
     21            4.526731e-01
     22            3.267082e-01
     23            3.171810e-01
     24            2.356448e-01
     25            2.340792e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 5.293864e-01
# iters            rel. res.
      0            5.627404e-01
      1            5.485324e-01
      2            4.272165e-01
      3            4.153035e-01
      4            3.327103e-01
      5            2.736881e-01
      6            2.615011e-01
      7            2.370020e-01
      8            2.330760e-01
      9            2.158448e-01
     10            2.071990e-01
     11            2.011676e-01
     12            1.895547e-01
     13            1.788978e-01
     14            1.548351e-01
     15            1.397672e-01
     16            1.346147e-01
     17            1.180963e-01
     18            1.108217e-01
     19            9.506058e-02
     20            9.340120e-02
     21            9.186976e-02
     22            8.368068e-02
     23            8.055175e-02
     24            6.903632e-02
     25            6.626319e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 7.668376e-01
# iters            rel. res.
      0            8.158346e-01
      1            8.046156e-01
      2            5.786148e-01
      3            5.779235e-01
      4            3.800267e-01
      5            3.711431e-01
      6            3.638311e-01
      7            3.103993e-01
      8            3.006298e-01
      9            2.279406e-01
     10            2.276528e-01
     11            2.274564e-01
     12            1.936791e-01
     13            1.923587e-01
     14            1.636051e-01
     15            1.537507e-01
     16            1.478704e-01
     17            1.312638e-01
     18            1.230371e-01
     19            1.087458e-01
     20            1.011805e-01
     21            9.825235e-02
     22            8.430637e-02
     23            7.774832e-02
     24            7.365644e-02
     25            7.084360e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.326371e-01
# iters            rel. res.
      0            7.906260e-01
      1            7.837795e-01
      2            5.617583e-01
      3            5.401608e-01
      4            4.640323e-01
      5            4.326275e-01
      6            4.127974e-01
      7            3.853278e-01
      8            3.638164e-01
      9            3.187376e-01
     10            2.634872e-01
     11            2.444232e-01
     12            2.176745e-01
     13            2.061755e-01
     14            1.570318e-01
     15            1.463983e-01
     16            1.430516e-01
     17            1.310121e-01
     18            1.261849e-01
     19            1.178516e-01
     20            1.128434e-01
     21            1.099534e-01
     22            9.496108e-02
     23            9.092226e-02
     24            7.648083e-02
     25            7.543881e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.357752e-01
# iters            rel. res.
      0            5.946785e-01
      1            5.810451e-01
      2            3.939767e-01
      3            3.912883e-01
      4            2.829293e-01
      5            2.814599e-01
      6            2.806766e-01
      7            2.348607e-01
      8            2.346702e-01
      9            2.058208e-01
     10            2.055204e-01
     11            2.052307e-01
     12            1.867327e-01
     13            1.866418e-01
     14            1.658336e-01
     15            1.634747e-01
     16            1.625433e-01
     17            1.361629e-01
     18            1.358612e-01
     19            1.059027e-01
     20            1.048943e-01
     21            1.042984e-01
     22            8.792683e-02
     23            8.678919e-02
     24            7.742327e-02
     25            7.731023e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.658210e-01
# iters            rel. res.
      0            8.088590e-01
      1            7.532147e-01
      2            6.311788e-01
      3            5.407548e-01
      4            5.012916e-01
      5            4.778107e-01
      6            4.718993e-01
      7            4.248443e-01
      8            3.876251e-01
      9            3.717986e-01
     10            3.620961e-01
     11            3.601179e-01
     12            2.646737e-01
     13            2.617834e-01
     14            2.228214e-01
     15            2.103656e-01
     16            2.050587e-01
     17            1.525637e-01
     18            1.400436e-01
     19            1.104736e-01
     20            1.092355e-01
     21            1.082235e-01
     22            9.706833e-02
     23            9.629822e-02
     24            8.418020e-02
     25            8.412814e-02
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 1.539548e+00
# iters            rel. res.
      0            1.000000e+00
      1            9.903605e-01
      2            4.429913e-01
      3            4.395932e-01
      4            1.625078e-01
      5            1.598340e-01
      6            1.161168e-01
      7            1.125562e-01
      8            8.601772e-02
      9            8.335644e-02
     10            6.767363e-02
     11            6.457427e-02
     12            5.964642e-02
     13            5.593419e-02
     14            5.097842e-02
     15            4.767084e-02
     16            4.155324e-02
     17            3.416729e-02
     18            3.150931e-02
     19            2.832536e-02
     20            2.802013e-02
     21            2.610212e-02
     22            2.602781e-02
     23            2.311608e-02
     24            2.302318e-02
     25            1.980887e-02
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 3.160484e+00
# iters            rel. res.
      0            9.965338e-01
      1            9.961850e-01
      2            9.360649e-01
      3            9.356894e-01
      4            8.891302e-01
      5            8.891302e-01
      6            8.681731e-01
      7            8.681466e-01
      8            8.681201e-01
      9            8.578102e-01
     10            8.577878e-01
     11            8.352200e-01
     12            8.349552e-01
     13            8.216875e-01
     14            8.216230e-01
     15            8.164692e-01
     16            8.164107e-01
     17            8.086677e-01
     18            8.086643e-01
     19            8.086640e-01
     20            7.893837e-01
     21            7.893779e-01
     22            7.844614e-01
     23            7.844544e-01
     24            7.844504e-01
     25            7.778569e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.255432e+00
# iters            rel. res.
      0            9.992978e-01
      1            9.488678e-01
      2            8.725404e-01
      3            6.855144e-01
      4            6.848846e-01
      5            5.155984e-01
      6            4.991460e-01
      7            4.488960e-01
      8            4.319747e-01
      9            3.473694e-01
     10            3.444665e-01
     11            3.416625e-01
     12            3.011965e-01
     13            2.926485e-01
     14            2.387368e-01
     15            2.311852e-01
     16            2.245777e-01
     17            2.000976e-01
     18            1.936793e-01
     19            1.684794e-01
     20            1.630721e-01
     21            1.592930e-01
     22            1.331368e-01
     23            1.289013e-01
     24            1.059311e-01
     25            1.039549e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.015181e-01
# iters            rel. res.
      0            1.353856e-01
      1            1.228798e-01
      2            9.968178e-02
      3            9.560492e-02
      4            8.298879e-02
      5            7.763361e-02
      6            7.485230e-02
      7            7.046688e-02
      8            6.778131e-02
      9            6.343166e-02
     10            6.007954e-02
     11            5.890064e-02
     12            5.577354e-02
     13            5.374257e-02
     14            4.942844e-02
     15            4.823360e-02
     16            4.733611e-02
     17            4.501666e-02
     18            4.419558e-02
     19            4.029801e-02
     20            4.029227e-02
     21            4.028684e-02
     22            3.758788e-02
     23            3.748438e-02
     24            3.475597e-02
     25            3.453396e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.171647e+00
# iters            rel. res.
      0            9.747509e-01
      1            9.374878e-01
      2            6.574827e-01
      3            6.005232e-01
      4            5.422348e-01
      5            4.687173e-01
      6            4.454984e-01
      7            3.964976e-01
      8            3.828326e-01
      9            3.458517e-01
     10            3.447625e-01
     11            3.438574e-01
     12            3.263806e-01
     13            3.190356e-01
     14            3.022178e-01
     15            2.895941e-01
     16            2.885097e-01
     17            2.758411e-01
     18            2.757902e-01
     19            2.590687e-01
     20            2.586065e-01
     21            2.583999e-01
     22            2.174743e-01
     23            2.152686e-01
     24            1.860953e-01
     25            1.859184e-01
# Subspace cleared!
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 4.829504e-01
# iters            rel. res.
      0            1.000000e+00
      1            9.876610e-01
      2            6.566314e-01
      3            6.411072e-01
      4            4.968877e-01
      5            4.821671e-01
      6            3.336627e-01
      7            3.271632e-01
      8            2.397403e-01
      9            2.314392e-01
     10            1.768353e-01
     11            1.729367e-01
     12            1.474763e-01
     13            1.455673e-01
     14            1.228623e-01
     15            1.175940e-01
     16            9.631396e-02
     17            9.161151e-02
     18            8.453390e-02
     19            7.954550e-02
     20            7.782259e-02
     21            7.442691e-02
     22            7.139820e-02
     23            6.310856e-02
     24            6.224773e-02
     25            5.302151e-02
# GCROT residual history
# residual tolerance target = 9.500000e-04
# initial residual norm     = 2.751598e+00
# iters            rel. res.
      0            9.979529e-01
      1            9.979175e-01
      2            9.009745e-01
      3            9.008216e-01
      4            8.711546e-01
      5            8.711280e-01
      6            8.544187e-01
      7            8.543883e-01
      8            8.543580e-01
      9            8.454443e-01
     10            8.454347e-01
     11            8.301970e-01
     12            8.301654e-01
     13            8.219580e-01
     14            8.218443e-01
     15            8.172603e-01
     16            8.170347e-01
     17            8.095175e-01
     18            8.094624e-01
     19            8.094175e-01
     20            8.070287e-01
     21            8.070128e-01
     22            8.051320e-01
     23            8.050771e-01
     24            8.050275e-01
     25            8.038020e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 9.112721e-01
# iters            rel. res.
      0            9.934245e-01
      1            9.871570e-01
      2            7.546358e-01
      3            7.383132e-01
      4            6.320701e-01
      5            5.955209e-01
      6            5.866115e-01
      7            4.268914e-01
      8            4.230421e-01
      9            3.535252e-01
     10            3.494476e-01
     11            3.460589e-01
     12            3.114527e-01
     13            3.083596e-01
     14            2.612860e-01
     15            2.603034e-01
     16            2.594999e-01
     17            2.394926e-01
     18            2.324551e-01
     19            2.131594e-01
     20            2.080676e-01
     21            2.053379e-01
     22            1.810772e-01
     23            1.768108e-01
     24            1.461425e-01
     25            1.456635e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.801589e-01
# iters            rel. res.
      0            2.026647e-01
      1            1.888624e-01
      2            1.591503e-01
      3            1.586601e-01
      4            1.385212e-01
      5            1.335003e-01
      6            1.300790e-01
      7            1.213327e-01
      8            1.160480e-01
      9            1.054861e-01
     10            9.853595e-02
     11            9.595588e-02
     12            8.191830e-02
     13            7.770210e-02
     14            6.891861e-02
     15            6.816490e-02
     16            6.767794e-02
     17            6.191138e-02
     18            6.149254e-02
     19            5.713201e-02
     20            5.701920e-02
     21            5.696763e-02
     22            5.172765e-02
     23            5.172687e-02
     24            4.600941e-02
     25            4.408238e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 8.171804e-01
# iters            rel. res.
      0            9.416950e-01
      1            9.410214e-01
      2            5.676586e-01
      3            5.672654e-01
      4            4.695478e-01
      5            4.508187e-01
      6            4.382607e-01
      7            3.965106e-01
      8            3.899099e-01
      9            3.199081e-01
     10            3.198672e-01
     11            3.198461e-01
     12            2.279622e-01
     13            2.266387e-01
     14            1.950243e-01
     15            1.891620e-01
     16            1.842779e-01
     17            1.701479e-01
     18            1.693503e-01
     19            1.512056e-01
     20            1.510233e-01
     21            1.509171e-01
     22            1.370829e-01
     23            1.369446e-01
     24            1.238276e-01
     25            1.232294e-01
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.548724e-01
# iters            rel. res.
      0            4.124062e-01
      1            3.909161e-01
      2            3.295418e-01
      3            2.915307e-01
      4            2.595222e-01
      5            2.200475e-01
      6            2.150185e-01
      7            1.771148e-01
      8            1.740641e-01
      9            1.488452e-01
     10            1.487885e-01
     11            1.487380e-01
     12            1.285813e-01
     13            1.283143e-01
     14            1.101987e-01
     15            1.087190e-01
     16            1.080640e-01
     17            8.339728e-02
     18            8.339565e-02
     19            7.101562e-02
     20            7.048843e-02
     21            7.025326e-02
     22            5.899136e-02
     23            5.898929e-02
     24            5.047764e-02
     25            5.047388e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 5.610789e-01
# iters            rel. res.
      0            8.973134e-01
      1            8.732109e-01
      2            5.700341e-01
      3            5.667516e-01
      4            4.569746e-01
      5            4.568113e-01
      6            4.566481e-01
      7            3.913652e-01
      8            3.913652e-01
      9            2.790214e-01
     10            2.608247e-01
     11            2.557680e-01
     12            1.617792e-01
     13            1.518399e-01
     14            1.283854e-01
     15            1.225461e-01
     16            1.183292e-01
     17            1.124594e-01
     18            1.074759e-01
     19            9.968935e-02
     20            9.492036e-02
     21            9.406674e-02
     22            7.572609e-02
     23            7.551626e-02
     24            6.663212e-02
     25            6.660123e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.779312e-01
# iters            rel. res.
      0            5.051053e-01
      1            4.267358e-01
      2            3.398377e-01
      3            3.210489e-01
      4            2.694776e-01
      5            2.423648e-01
      6            2.343555e-01
      7            1.758161e-01
      8            1.655417e-01
      9            1.344356e-01
     10            1.342941e-01
     11            1.341657e-01
     12            1.139793e-01
     13            1.129207e-01
     14            8.950598e-02
     15            8.897821e-02
     16            8.853741e-02
     17            7.884013e-02
     18            7.836805e-02
     19            6.892270e-02
     20            6.889412e-02
     21            6.886746e-02
     22            6.247084e-02
     23            6.245989e-02
     24            5.536234e-02
     25            5.518140e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.859545e-01
# iters            rel. res.
      0            8.670707e-01
      1            8.428805e-01
      2            6.100136e-01
      3            6.080523e-01
      4            4.644178e-01
      5            4.642815e-01
      6            4.641479e-01
      7            4.007426e-01
      8            3.961919e-01
      9            3.078082e-01
     10            2.909910e-01
     11            2.857077e-01
     12            1.788666e-01
     13            1.761672e-01
     14            1.472845e-01
     15            1.458266e-01
     16            1.444937e-01
     17            1.281287e-01
     18            1.272380e-01
     19            1.007896e-01
     20            1.007725e-01
     21            1.007593e-01
     22            8.999474e-02
     23            8.947033e-02
     24            7.806814e-02
     25            7.781564e-02
# GCROT residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.588021e-01
# iters            rel. res.
      0            5.041772e-01
      1            4.793379e-01
      2            3.871223e-01
      3            3.741210e-01
      4            3.230040e-01
      5            3.025764e-01
      6            2.945213e-01
      7            2.583848e-01
      8            2.505869e-01
      9            2.085082e-01
     10            2.074689e-01
     11            2.068277e-01
     12            1.817702e-01
     13            1.775325e-01
     14            1.598948e-01
     15            1.556547e-01
     16            1.533717e-01
     17            1.309369e-01
     18            1.290554e-01
     19            1.151474e-01
     20            1.149914e-01
     21            1.149335e-01
     22            8.737349e-02
     23            8.523685e-02
     24            7.007313e-02
     25            6.906909e-02
# GCROT residual history
